cve_estado,municipio
agu,Aguascalientes
agu,"San Francisco de los Romo"
agu,"El Llano"
agu,"Rincón de Romos"
agu,Cosío
agu,"San José de Gracia"
agu,Tepezalá
agu,"Pabellón de Arteaga"
agu,Asientos
agu,Calvillo
agu,"Jesús María"
