cve_estado,municipio
col,Colima
col,Tecomán
col,Manzanillo
col,Armería
col,Coquimatlán
col,Comala
col,Cuauhtémoc
col,Ixtlahuacán
col,Minatitlán
col,"Villa de Álvarez"
