cve_estado,municipio
cmx,"Álvaro Obregón"
cmx,Azcapotzalco
cmx,"Benito Juárez"
cmx,Coyoacán
cmx,"Cuajimalpa de Morelos"
cmx,Cuauhtémoc
cmx,"Gustavo A. Madero"
cmx,Iztacalco
cmx,Iztapalapa
cmx,"La Magdalena Contreras"
cmx,"Miguel Hidalgo"
cmx,"Milpa Alta"
cmx,Tláhuac
cmx,Tlalpan
cmx,"Venustiano Carranza"
cmx,Xochimilco
